Window,Raw_Cov_Cal,Raw_Cov_Test,Raw_Width,CQR_Coverage,Mean_Width,Median_Width,q_hat,NG_LowerBound,RC10_LowerBound,NG_Midpoint,RC10_Midpoint
1,95.77464788732394,94.60093896713614,1457.5249379188583,94.60093896713614,1457.5249379188583,1022.0654992678616,0.0,0.4658672669768589,52.14038889729667,0.822434388493487,64.29847254514627
2,94.84536082474226,94.14364640883977,961.5710737848873,94.58563535911603,961.663021722453,631.4676426856265,0.0906076279237214,-0.07091731365505778,10.546113380311334,0.7535986363125396,45.68217811180123
3,95.0,95.33468559837728,2173.6702874703524,95.33468559837728,2173.72602307908,1317.770853158479,0.05446543509438571,0.03355607290658596,6.299111164921626,0.8671366380720991,64.65082340582602
4,93.96378269617706,94.87179487179486,2072.2462099781765,96.38009049773756,2073.7742577856984,1410.4498826884633,1.5226547717970362,0.1617464944450032,14.69114934467812,0.7287478151689718,44.3657107439373
5,96.18805590851333,95.04289799809342,1367.1877385681641,95.04289799809342,1367.1877385681641,1036.286873424438,0.0,-0.009477044909427343,17.594622784599732,0.7896551848288695,55.642967321803
